,PER,TS%,3PAr,FTr,ORB%,AST%,TOV%,PT,W/L
226,[-0.03338462],[-0.00056154],[0.02642308],[-0.00524615],[0.03369231],[-0.73769231],[0.37676923],-25.0,0.0
227,[-0.77222222],[-0.01683333],[0.07488889],[0.00422222],[-0.76666667],[4.56666667],[-0.87222222],1.0,1.0
228,[-0.54157609],[-0.03708152],[0.25834783],[-0.08241304],[-1.06005435],[-3.41005435],[-3.28206522],31.0,1.0
229,[3.82205882],[0.08355882],[-0.16202353],[-0.08356176],[2.25264706],[0.58117647],[0.63647059],-9.0,0.0
230,[4.71988796],[0.03254342],[-0.02826611],[-0.008493],[5.3210084],[3.18711485],[-0.85154062],9.0,1.0
231,[1.21286232],[0.0254058],[0.1580942],[-0.08400725],[0.13496377],[0.39547101],[1.34601449],-2.0,0.0
232,[-0.09970588],[-0.03122059],[-0.0617],[-0.01036471],[1.00264706],[2.38411765],[0.81852941],-1.0,0.0
233,[0.52063158],[0.00017895],[-0.04284211],[0.06261053],[0.58715789],[0.06947368],[-0.796],-14.0,0.0
234,[0.32176471],[0.01325882],[0.11660588],[-0.07011765],[0.80029412],[-0.94352941],[2.39794118],10.0,1.0
235,[1.1],[0.06461111],[-0.01116667],[-0.05188889],[-1.4],[0.38888889],[3.09444444],-2.0,0.0
236,[-1.57967033],[-0.02714011],[-0.05207692],[-0.01841758],[-1.14945055],[-0.78626374],[0.99862637],-8.0,0.0
237,[-0.08263889],[-0.01034722],[0.06122222],[-0.04555556],[0.25347222],[-1.31875],[0.32638889],-13.0,0.0
238,[2.05614973],[0.01251337],[-0.11127807],[-0.01041176],[-0.01417112],[2.03663102],[1.44010695],17.0,1.0
239,[-5.43611111],[-0.06011111],[-0.04047778],[-0.12526111],[5.66277778],[-4.28777778],[-4.06777778],27.0,1.0
240,[-0.5573499],[-0.01776605],[0.12672878],[-0.01581781],[0.39440994],[-4.68654244],[-0.7505176],-12.0,0.0
241,[-0.10545455],[0.01134545],[-0.10362727],[0.09995455],[0.47136364],[-1.47090909],[0.655],3.0,1.0
242,[0.94069565],[0.03013913],[0.08826087],[-0.04357391],[1.11513043],[-1.38869565],[0.30034783],3.0,1.0
243,[2.03366013],[0.04572222],[-0.07751634],[-0.06080065],[-1.34084967],[1.98366013],[-0.06764706],15.0,1.0
244,[0.22152778],[0.00323611],[-0.12905556],[0.025],[0.06319444],[-1.09236111],[-0.63194444],-34.0,0.0
245,[0.74109091],[-0.01514545],[-0.00945455],[0.0226],[-0.75581818],[1.61545455],[0.05963636],14.0,1.0
246,[-8.46374269],[-0.11619006],[0.06256433],[-0.13732164],[3.56461988],[-4.51725146],[-2.52777778],2.0,1.0
247,[1.13465909],[0.04057955],[-0.07331818],[0.03290909],[0.02784091],[0.00965909],[0.39886364],-8.0,0.0
248,[0.31883117],[0.01372403],[-0.01522727],[0.06852597],[1.44350649],[-1.46233766],[0.78214286],-10.0,0.0
249,[-2.77916667],[-0.05116667],[-0.00963333],[0.09098333],[-0.53083333],[-1.94416667],[-0.30166667],-23.0,0.0
250,[-1.32128852],[-0.02686835],[-0.08432493],[0.05521289],[0.35042017],[-0.37170868],[-0.63389356],-17.0,0.0
251,[-1.56699346],[-0.00505556],[0.07340523],[-0.00742157],[-0.50915033],[0.56078431],[1.98431373],6.0,1.0
252,[-5.53810742],[-0.05209207],[-0.03761381],[0.08176215],[-5.07442455],[-3.07365729],[1.56624041],-28.0,0.0
253,[-0.32004831],[-0.03384541],[0.12929227],[-0.05741304],[-0.9968599],[-4.50241546],[-3.91400966],-27.0,0.0
254,[0.45065359],[0.01900327],[0.08881699],[-0.02995098],[0.59084967],[2.34313725],[2.61960784],-6.0,0.0
255,[2.54038462],[0.05646154],[-0.08662308],[-0.04530385],[1.47730769],[0.89769231],[-1.12076923],6.0,1.0
256,[1.04289216],[0.03239216],[-0.17165686],[0.00742157],[1.72181373],[-1.3629902],[0.33480392],10.0,1.0
257,[-0.42428571],[-0.00237857],[-0.0884],[0.03142857],[-0.97214286],[-0.00857143],[-0.12714286],4.0,1.0
258,[-1.87058824],[-0.03647059],[-0.03870588],[-0.02935294],[0.25294118],[-1.61176471],[1.14117647],22.0,1.0
259,[-1.13465909],[-0.04057955],[0.07331818],[-0.03290909],[-0.02784091],[-0.00965909],[-0.39886364],-13.0,0.0
260,[-0.2520202],[-0.03360101],[-0.02734343],[0.01816667],[-1.17626263],[4.86212121],[1.03030303],-8.0,0.0
261,[0.09970588],[0.03122059],[0.0617],[0.01036471],[-1.00264706],[-2.38411765],[-0.81852941],-10.0,0.0
262,[-0.23232323],[-0.04626768],[0.07994949],[0.00843434],[1.16919192],[2.21313131],[-2.35],23.0,1.0
263,[0.27337662],[-0.00527597],[-0.00218182],[0.01716234],[1.24805195],[0.03766234],[0.49577922],23.0,1.0
264,[1.46132723],[0.03031808],[0.04541876],[0.01903661],[1.70228833],[-1.31922197],[-0.49565217],8.0,1.0
265,[0.0984127],[-0.00896825],[0.07039683],[-0.02103968],[-1.70793651],[2.5952381],[-2.85793651],-8.0,0.0
266,[1.385],[0.0317],[-0.0503],[-0.09515],[1.3],[0.12],[0.005],8.0,1.0
267,[-0.50306905],[-0.00731969],[-0.01844501],[-0.01805627],[0.10383632],[-0.48516624],[-1.34859335],12.0,1.0
268,[-0.22152778],[-0.00323611],[0.12905556],[-0.025],[-0.06319444],[1.09236111],[0.63194444],-13.0,0.0
269,[-5.71941176],[-0.04615294],[0.06054706],[-0.00641176],[-4.17029412],[-4.50235294],[2.61558824],-13.0,0.0
270,[-0.5531746],[-0.00812302],[-0.06061111],[-0.0087381],[-0.76269841],[-3.2952381],[-0.34880952],-6.0,0.0
271,[-1.43753501],[-0.0382493],[0.07944258],[0.00331653],[-2.10336134],[0.85406162],[-2.39551821],-8.0,0.0
272,[1.29670588],[0.04987059],[0.13],[0.02636471],[-0.34164706],[-1.07411765],[-0.12752941],-8.0,0.0
273,[-0.18686869],[-0.02726768],[0.06690404],[0.05979798],[1.36464646],[0.71313131],[-2.06363636],-3.0,0.0
274,[7.58333333],[0.1215],[-0.04466667],[0.08661111],[-4.12222222],[5.53888889],[5.47222222],-9.0,0.0
275,[-2.54038462],[-0.05646154],[0.08662308],[0.04530385],[-1.47730769],[-0.89769231],[1.12076923],-14.0,0.0
276,[0.4589372],[0.0267343],[-0.1971256],[0.03685749],[1.31352657],[2.09130435],[3.60845411],-7.0,0.0
277,[-1.06323529],[-0.01844118],[0.16690588],[0.02503235],[-0.49970588],[-1.06352941],[2.39294118],-1.0,0.0
278,[1.56887255],[0.04513725],[0.19983333],[-0.01406863],[-1.32181373],[0.71004902],[0.91813725],-16.0,0.0
279,[1.32539683],[0.02495635],[-0.01427778],[0.00451587],[1.52936508],[-1.27142857],[1.22103175],-9.0,0.0
280,[-6.82111111],[-0.09181111],[0.00982222],[-0.03011111],[4.36277778],[-4.40777778],[-4.07277778],-4.0,0.0
281,[0.48724696],[-0.00038259],[-0.01641903],[0.05736437],[0.6208502],[-0.66821862],[-0.41923077],3.0,1.0
282,[1.07452381],[0.00805952],[0.04591905],[-0.01369524],[-0.70071429],[2.5852381],[-0.32404762],-11.0,0.0
283,[-1.1],[-0.06461111],[0.01116667],[0.05188889],[1.4],[-0.38888889],[-3.09444444],-27.0,0.0
284,[4.59741176],[0.02195294],[-0.05064706],[-0.03818824],[3.95929412],[4.46235294],[-1.86658824],5.0,1.0
285,[-0.593083],[-0.00349802],[-0.18502964],[0.04950395],[1.03221344],[3.40039526],[2.88320158],-15.0,0.0
286,[-1.08920455],[-0.02157955],[0.06027273],[0.01845455],[0.16761364],[-1.50965909],[-0.1125],-38.0,0.0
287,[-5.33850267],[-0.00680749],[0.0601016],[0.01558824],[-3.20347594],[-6.07780749],[1.80695187],-21.0,0.0
288,[-0.52063158],[-0.00017895],[0.04284211],[-0.06261053],[-0.58715789],[-0.06947368],[0.796],-7.0,0.0
289,[0.50306905],[0.00731969],[0.01844501],[0.01805627],[-0.10383632],[0.48516624],[1.34859335],2.0,1.0
290,[-6.95],[-0.09755556],[0.03761111],[-0.07027778],[4.57222222],[-7.69444444],[-4.29444444],-11.0,0.0
291,[0.08650794],[-0.03254365],[0.06472222],[0.07696032],[2.61269841],[0.75079365],[-1.56785714],3.0,1.0
292,[-1.3300905],[-0.05043213],[-0.10357692],[-0.03161086],[0.37533937],[0.33642534],[0.50429864],12.0,1.0
293,[2.51205882],[0.04630882],[-0.03352353],[-0.01701176],[1.40264706],[1.73117647],[2.07147059],5.0,1.0
294,[0.17085561],[0.00560428],[0.02602406],[-0.02152674],[1.07620321],[-0.9144385],[2.76657754],28.0,1.0
295,[7.10441176],[0.07785294],[-0.11084706],[-0.08873824],[5.47029412],[4.62235294],[-2.61058824],-9.0,0.0
296,[0.86645963],[-0.00177795],[0.18284783],[-0.03234161],[0.21583851],[-3.36273292],[-2.38742236],8.0,1.0
297,[6.71565657],[0.10315657],[-0.11344949],[0.13006566],[-3.89141414],[2.93686869],[4.72777778],-6.0,0.0
298,[-0.93366013],[0.01888889],[0.06634967],[0.00891176],[-0.05915033],[-1.59477124],[3.1620915],-7.0,0.0
299,[-1.26172249],[0.01496651],[0.05229665],[-0.08521053],[0.16866029],[-1.68492823],[0.73636364],-17.0,0.0
300,[0.35601023],[0.01973146],[0.04173913],[0.06993862],[-1.45677749],[0.31457801],[-0.42787724],-11.0,0.0
301,[-0.33777778],[-0.03492222],[-0.02367778],[0.10838889],[1.64055556],[0.74222222],[-1.695],6.0,1.0
302,[-1.27290909],[-0.03185455],[-0.08068182],[0.00399091],[0.06490909],[-0.01090909],[1.11763636],-18.0,0.0
303,[2.77916667],[0.05116667],[0.00963333],[-0.09098333],[0.53083333],[1.94416667],[0.30166667],3.0,1.0
304,[-2.86134454],[-0.05423739],[0.02332353],[0.01984034],[-1.92478992],[-0.4697479],[-0.75861345],-17.0,0.0
305,[0.32004831],[0.03384541],[-0.12929227],[0.05741304],[0.9968599],[4.50241546],[3.91400966],-5.0,0.0
306,[1.00656566],[0.01123232],[0.00094949],[-0.0640101],[0.08585859],[0.19090909],[0.43888889],4.0,1.0
307,[-1.07452381],[-0.00805952],[-0.04591905],[0.01369524],[0.70071429],[-2.5852381],[0.32404762],-27.0,0.0
308,[0.17163462],[-0.00816346],[0.12757692],[-0.03165385],[-0.12644231],[0.73894231],[-1.89326923],-27.0,0.0
309,[0.74109091],[-0.01514545],[-0.00945455],[0.0226],[-0.75581818],[1.61545455],[0.05963636],-8.0,0.0
310,[-1.79354067],[-0.03203349],[-0.03783971],[-0.05861962],[-0.5222488],[-0.08038278],[1.91363636],-5.0,0.0
311,[0.67982609],[0.02835652],[-0.10434783],[0.04551304],[0.96730435],[3.41130435],[1.76556522],-18.0,0.0
312,[-1.39416667],[-0.01946667],[-0.05993333],[-0.00416667],[0.76916667],[-1.82416667],[-0.29666667],-8.0,0.0
313,[-2.38452381],[-0.04530952],[0.08258095],[0.08024524],[-0.14928571],[-1.4352381],[1.75904762],6.0,1.0
314,[-0.71213235],[0.022125],[-0.06270588],[0.03391176],[0.00404412],[-2.68713235],[2.53014706],39.0,1.0
315,[-0.97408027],[-0.03070067],[-0.06183779],[0.03832776],[-1.08143813],[0.65100334],[0.0764214],-22.0,0.0
316,[-1.32539683],[-0.02495635],[0.01427778],[-0.00451587],[-1.52936508],[1.27142857],[-1.22103175],-7.0,0.0
317,[-6.74611111],[-0.09736111],[0.08802222],[-0.05871111],[4.81277778],[-3.13777778],[-2.63277778],19.0,1.0
318,[1.6748366],[0.02216993],[-0.07687908],[-0.04491176],[0.7120915],[-0.66993464],[-0.76797386],-5.0,0.0
319,[0.77995169],[0.0307657],[0.1181256],[-0.10930193],[-2.3968599],[-4.11352657],[-0.81956522],-2.0,0.0
320,[-4.3252451],[-0.02668627],[0.12048039],[-0.0022451],[-4.93946078],[-2.67818627],[2.9122549],13.0,1.0
321,[-1.81733746],[-0.05004954],[-0.08715789],[-0.08897523],[-0.24551084],[1.00464396],[0.92352941],8.0,1.0
322,[-1.06323529],[-0.01844118],[0.16690588],[0.02503235],[-0.49970588],[-1.06352941],[2.39294118],-12.0,0.0
323,[0.15090909],[0.00765455],[0.09058182],[-0.04859091],[-0.27590909],[-0.02909091],[-0.36863636],-8.0,0.0
324,[0.19960474],[0.04528458],[0.09771542],[-0.06617391],[1.87094862],[-3.0041502],[0.24071146],7.0,1.0
325,[-0.13888889],[0.00711111],[0.06783333],[0.02055556],[-0.31666667],[2.41111111],[0.30555556],30.0,1.0
326,[-0.34928571],[-0.00792857],[-0.0102],[0.00282857],[-0.52214286],[1.26142857],[1.31285714],-3.0,0.0
327,[0.01577381],[-0.01931548],[0.13161905],[-0.06659524],[-1.45446429],[1.2764881],[-2.53154762],-26.0,0.0
328,[0.54157609],[0.03708152],[-0.25834783],[0.08241304],[1.06005435],[3.41005435],[3.28206522],-7.0,0.0
329,[0.23434343],[-0.00560101],[0.07583838],[-0.05978788],[-0.68080808],[4.75757576],[-0.43333333],-21.0,0.0
330,[1.73194444],[0.05438889],[0.08361111],[-0.10422222],[-2.40972222],[1.08194444],[1.99166667],-7.0,0.0
331,[-7.58333333],[-0.1215],[0.04466667],[-0.08661111],[4.12222222],[-5.53888889],[-5.47222222],1.0,1.0
332,[-6.04117647],[-0.05941176],[-0.05605882],[0.06370588],[-4.97058824],[-3.55882353],[0.21764706],-16.0,0.0
333,[1.76590909],[0.07104545],[-0.05074545],[-0.07315],[2.26681818],[-1.45545455],[-0.80363636],3.0,1.0
334,[-2.54251337],[-0.04051337],[0.00809626],[0.08836631],[-0.48128342],[-1.93208556],[0.02352941],-2.0,0.0
335,[1.29670588],[0.04987059],[0.13],[0.02636471],[-0.34164706],[-1.07411765],[-0.12752941],-16.0,0.0
336,[-0.27337662],[0.00527597],[0.00218182],[-0.01716234],[-1.24805195],[-0.03766234],[-0.49577922],8.0,1.0
337,[7.82063492],[0.10542063],[-0.04210317],[0.04501587],[-5.51349206],[5.72301587],[2.30873016],2.0,1.0
338,[-2.03366013],[-0.04572222],[0.07751634],[0.06080065],[1.34084967],[-1.98366013],[0.06764706],24.0,1.0
339,[0.075],[-0.00555],[0.0782],[-0.0286],[0.45],[1.27],[1.44],-5.0,0.0
340,[-4.56402715],[-0.0213914],[0.02422398],[0.04343439],[-3.99298643],[-3.72466063],[1.489819],-7.0,0.0
341,[-2.58796791],[-0.05951337],[0.02114171],[0.03700267],[-0.67673797],[-0.43208556],[-0.26283422],26.0,1.0
342,[-7.26328502],[-0.08765459],[-0.0846256],[-0.02919807],[5.11908213],[-1.03647343],[-1.55821256],-4.0,0.0
343,[1.21286232],[0.0254058],[0.1580942],[-0.08400725],[0.13496377],[0.39547101],[1.34601449],14.0,1.0
344,[0.13888889],[-0.00711111],[-0.06783333],[-0.02055556],[0.31666667],[-2.41111111],[-0.30555556],-21.0,0.0
345,[-0.55561497],[-0.06501604],[-0.13945455],[-0.00376471],[-0.41417112],[2.68957219],[0.18716578],8.0,1.0
346,[-1.96439628],[-0.03763777],[-0.06386378],[-0.03709288],[-1.59845201],[0.83405573],[-0.85294118],-2.0,0.0
347,[2.507],[0.0559],[-0.0602],[-0.05055],[1.511],[0.16],[-0.744],-11.0,0.0
348,[0.03045455],[-0.00579545],[0.02542727],[-0.07135455],[-0.92136364],[0.20090909],[-2.095],-9.0,0.0
349,[-0.85486111],[-0.02718056],[0.13611111],[-0.04133333],[-0.51319444],[3.24791667],[-0.54583333],-8.0,0.0
350,[-1.53594771],[-0.02928105],[0.00904575],[0.02435621],[-0.39542484],[-1.74117647],[0.4624183],1.0,1.0
351,[5.27723785],[0.05030946],[-0.15499488],[0.00732481],[4.92659847],[7.87365729],[-0.10102302],-14.0,0.0
352,[-1.21286232],[-0.0254058],[-0.1580942],[0.08400725],[-0.13496377],[-0.39547101],[-1.34601449],-16.0,0.0
353,[-0.07590909],[-0.01320455],[-0.01238182],[0.01999091],[0.72590909],[1.29909091],[1.80863636],-1.0,0.0
354,[0.39316239],[-0.00492735],[-0.00147863],[-0.00665385],[-0.06324786],[-0.3534188],[-2.52521368],17.0,1.0
355,[1.96439628],[0.03763777],[0.06386378],[0.03709288],[1.59845201],[-0.83405573],[0.85294118],-13.0,0.0
356,[0.85486111],[0.02718056],[-0.13611111],[0.04133333],[0.51319444],[-3.24791667],[0.54583333],-3.0,0.0
357,[-1.21029412],[-0.00602941],[0.1902],[0.07691471],[-1.85264706],[-1.23411765],[0.61647059],-37.0,0.0
358,[0.04545455],[0.019],[-0.01304545],[0.05136364],[0.19545455],[-1.5],[0.28636364],11.0,1.0
359,[-0.61861472],[0.02573593],[0.0318355],[0.00709524],[2.11753247],[-2.89069264],[0.95541126],3.0,1.0
360,[1.08920455],[0.02157955],[-0.06027273],[-0.01845455],[-0.16761364],[1.50965909],[0.1125],11.0,1.0
361,[6.14369748],[0.04853151],[0.02785294],[-0.02501681],[5.14243697],[4.51092437],[-2.48844538],9.0,1.0
362,[0.24846491],[0.00491228],[-0.11267544],[0.10304386],[1.56732456],[-1.71469298],[-1.84166667],-14.0,0.0
363,[0.44217391],[-0.00415652],[0.09444783],[-0.00091304],[-0.75630435],[-3.37130435],[-2.51456522],4.0,1.0
364,[1.53594771],[0.02928105],[-0.00904575],[-0.02435621],[0.39542484],[1.74117647],[-0.4624183],10.0,1.0
365,[-0.58091787],[-0.03562802],[-0.06331643],[0.03167391],[-1.14468599],[0.29758454],[-2.44879227],-32.0,0.0
366,[-1.44376471],[-0.03745882],[-0.10670588],[0.02551765],[-1.01129412],[0.90352941],[-1.64894118],-4.0,0.0
367,[0.07590909],[0.01320455],[0.01238182],[-0.01999091],[-0.72590909],[-1.29909091],[-1.80863636],-7.0,0.0
368,[1.33730159],[0.04853175],[-0.00860317],[-0.09348413],[-2.79126984],[0.57301587],[-0.06904762],9.0,1.0
369,[-3.08088235],[-0.0425],[0.15149412],[0.04756176],[-1.59970588],[-2.84588235],[1.75764706],-2.0,0.0
370,[0.2542735],[0.00218376],[0.0663547],[0.01390171],[-0.37991453],[2.05769231],[-2.21965812],-34.0,0.0
371,[2.01764706],[0.02405882],[0.01541176],[-0.02252941],[1.1],[1.78235294],[0.63529412],-25.0,0.0
372,[-0.86645963],[0.00177795],[-0.18284783],[0.03234161],[-0.21583851],[3.36273292],[2.38742236],-12.0,0.0
373,[0.55561497],[0.06501604],[0.13945455],[0.00376471],[0.41417112],[-2.68957219],[-0.18716578],-8.0,0.0
374,[0.99952381],[0.01360952],[-0.03228095],[0.01490476],[-1.15071429],[1.3152381],[-1.76404762],-9.0,0.0
375,[4.73566176],[0.01322794],[0.10335294],[-0.07508824],[3.86654412],[4.46360294],[-3.38308824],-9.0,0.0
376,[0.05241546],[-0.01168357],[-0.07037198],[0.04800725],[-0.69468599],[-1.85797101],[-1.27101449],-7.0,0.0
377,[1.26083916],[0.01341608],[0.0673042],[-0.05010839],[-0.29405594],[2.2486014],[-1.78076923],6.0,1.0
378,[-2.77916667],[-0.05116667],[-0.00963333],[0.09098333],[-0.53083333],[-1.94416667],[-0.30166667],-23.0,0.0
379,[0.97611111],[0.01702778],[-0.02447778],[0.00734444],[1.00722222],[-0.01],[2.53388889],5.0,1.0
380,[-4.71988796],[-0.03254342],[0.02826611],[0.008493],[-5.3210084],[-3.18711485],[0.85154062],-13.0,0.0
381,[-1.64263158],[-0.02437895],[0.05274211],[-0.10721053],[-0.79815789],[-0.10947368],[1.545],-5.0,0.0
382,[-6.67020202],[-0.08415657],[0.10040404],[-0.07870202],[4.08686869],[-4.43686869],[-4.44141414],7.0,1.0
383,[-0.96071429],[-0.02932143],[0.1387],[0.06372143],[-0.32785714],[-0.11142857],[0.12214286],7.0,1.0
384,[-0.74109091],[0.01514545],[0.00945455],[-0.0226],[0.75581818],[-1.61545455],[-0.05963636],-16.0,0.0
385,[-1.99488491],[-0.05601535],[0.20617136],[-0.01250128],[-1.70895141],[-3.83248082],[-3.14603581],1.0,1.0
386,[0.20388889],[0.00019444],[0.05041111],[0.01156667],[0.24055556],[4.55666667],[1.66166667],4.0,1.0
387,[0.33221344],[0.00171542],[-0.00757905],[0.039583],[-1.18003953],[1.39960474],[-1.41798419],7.0,1.0
388,[2.06691729],[0.02675752],[0.03565789],[0.07578195],[1.77030075],[0.11804511],[-1.41785714],9.0,1.0
389,[1.45977778],[0.05912222],[0.01377778],[-0.06378889],[-1.42955556],[-0.70222222],[0.946],-6.0,0.0
390,[-1.01325758],[0.01987879],[-0.06037879],[0.01783333],[1.73598485],[-3.39962121],[-1.10530303],-32.0,0.0
391,[0.69635854],[-0.00280952],[-0.06891317],[0.03268347],[1.45042017],[1.41064426],[0.00140056],-17.0,0.0
392,[-7.72222222],[-0.11438889],[0.1125],[-0.06605556],[3.80555556],[-3.12777778],[-5.16666667],2.0,1.0
393,[-0.45065359],[-0.01900327],[-0.08881699],[0.02995098],[-0.59084967],[-2.34313725],[-2.61960784],-13.0,0.0
394,[2.14722222],[0.06138889],[-0.08514444],[-0.03865],[1.54055556],[1.25111111],[1.40444444],5.0,1.0
395,[-0.4589372],[-0.0267343],[0.1971256],[-0.03685749],[-1.31352657],[-2.09130435],[-3.60845411],-9.0,0.0
396,[2.51205882],[0.04630882],[-0.03352353],[-0.01701176],[1.40264706],[1.73117647],[2.07147059],4.0,1.0
397,[-1.40803571],[-0.03530357],[0.0755],[-0.05007143],[-1.27589286],[-0.04732143],[-0.89464286],-20.0,0.0
398,[-0.71868687],[-0.07426768],[-0.02323232],[0.08638889],[0.67373737],[2.31767677],[-0.88636364],-24.0,0.0
399,[1.8013369],[-0.00054545],[0.00243316],[-0.05236631],[-0.17165775],[4.19679144],[-2.41764706],-10.0,0.0
400,[-1.1504329],[-0.02126407],[-0.05830087],[0.03368615],[1.42662338],[-1.28614719],[2.13268398],-22.0,0.0
401,[7.94311111],[0.11601111],[-0.01972222],[0.07471111],[-4.15177778],[4.44777778],[3.32377778],18.0,1.0
402,[-4.07678019],[-0.02177399],[0.00780495],[0.10079876],[-3.37213622],[-4.39287926],[1.07058824],-21.0,0.0
403,[2.36875],[0.064625],[-0.2142],[-0.01365],[1.60375],[0.15875],[0.7725],12.0,1.0
404,[-0.31328502],[0.00990097],[-0.12223671],[0.04107971],[0.5468599],[6.65797101],[2.73623188],-12.0,0.0
405,[-0.63194444],[0.01022222],[-0.09477778],[0.05233333],[1.00972222],[-0.69305556],[1.10277778],-12.0,0.0
406,[-0.42428571],[-0.00237857],[-0.0884],[0.03142857],[-0.97214286],[-0.00857143],[-0.12714286],-19.0,0.0
407,[-0.71980676],[-0.02851691],[0.00451691],[0.05222947],[-1.46135266],[2.70869565],[-2.14323671],-10.0,0.0
408,[1.77088235],[0.00525],[-0.02299412],[0.01898824],[0.74970588],[3.99588235],[-0.32264706],-16.0,0.0
409,[-2.25575448],[-0.05779795],[0.01356266],[0.07658568],[-1.85677749],[0.96751918],[-1.68081841],-27.0,0.0
410,[-0.21631016],[-0.02460428],[-0.01297861],[-0.0298369],[-1.27165775],[2.4144385],[-3.05294118],-19.0,0.0
411,[0.46666667],[0.04066667],[-0.00411111],[-0.06822222],[-1.85],[2.54444444],[1.91666667],4.0,1.0
412,[7.82063492],[0.10542063],[-0.04210317],[0.04501587],[-5.51349206],[5.72301587],[2.30873016],2.0,1.0
413,[-0.03338462],[-0.00056154],[0.02642308],[-0.00524615],[0.03369231],[-0.73769231],[0.37676923],-17.0,0.0
414,[-5.89411765],[-0.07182353],[-0.07935294],[0.01182353],[-3.61764706],[-3.38823529],[1.99411765],-27.0,0.0
415,[-1.26172249],[0.01496651],[0.05229665],[-0.08521053],[0.16866029],[-1.68492823],[0.73636364],-16.0,0.0
416,[0.95199275],[0.02362319],[-0.03451449],[0.00507971],[-0.01286232],[5.19547101],[2.81123188],7.0,1.0
417,[-1.23409091],[-0.02404545],[0.14088182],[0.04655909],[-1.57590909],[-0.14909091],[-0.37363636],-13.0,0.0
418,[1.40803571],[0.03530357],[-0.0755],[0.05007143],[1.27589286],[0.04732143],[0.89464286],-10.0,0.0
419,[0.93366013],[-0.01888889],[-0.06634967],[-0.00891176],[0.05915033],[1.59477124],[-3.1620915],-13.0,0.0
420,[0.03338462],[0.00056154],[-0.02642308],[0.00524615],[-0.03369231],[0.73769231],[-0.37676923],-17.0,0.0
421,[-0.23434343],[0.00560101],[-0.07583838],[0.05978788],[0.68080808],[-4.75757576],[0.43333333],-21.0,0.0
422,[6.05718954],[0.08107516],[-0.03686928],[-0.10197712],[2.52973856],[3.76013072],[-0.92058824],-16.0,0.0
423,[-1.31],[-0.03725],[0.1285],[0.06655],[-0.85],[1.15],[1.435],-10.0,0.0
424,[-7.80486111],[-0.12473611],[0.17372222],[-0.11161111],[4.05902778],[-4.44652778],[-4.84027778],-7.0,0.0
425,[-0.35601023],[-0.01973146],[-0.04173913],[-0.06993862],[1.45677749],[-0.31457801],[0.42787724],15.0,1.0
426,[-0.77447552],[0.01458392],[0.03587762],[-0.02784615],[0.78951049],[-2.35314685],[0.31713287],2.0,1.0
427,[-1.22287582],[-0.0358366],[-0.0139281],[0.0341732],[-1.35751634],[2.22352941],[-3.49183007],-31.0,0.0
428,[-0.91313131],[-0.03734343],[-0.05573737],[-0.00790909],[0.03535354],[-1.1020202],[-1.03080808],-18.0,0.0
429,[0.27216667],[-0.00473333],[0.06983333],[-0.04043333],[-0.98016667],[1.78416667],[1.04566667],-7.0,0.0
430,[-1.27954545],[-0.04304545],[0.15392727],[-0.00480455],[-1.77136364],[1.35090909],[-0.66],5.0,1.0
431,[-0.08650794],[0.03254365],[-0.06472222],[-0.07696032],[-2.61269841],[-0.75079365],[1.56785714],-4.0,0.0
432,[-0.99952381],[-0.01360952],[0.03228095],[-0.01490476],[1.15071429],[-1.3152381],[1.76404762],-4.0,0.0
433,[7.80486111],[0.12473611],[-0.17372222],[0.11161111],[-4.05902778],[4.44652778],[4.84027778],-10.0,0.0
434,[4.02352941],[0.03535294],[0.04064706],[-0.04117647],[3.87058824],[1.77647059],[-0.85294118],-2.0,0.0
435,[-0.24676471],[-0.01880882],[-0.03840588],[0.04151765],[-0.35029412],[2.21352941],[-0.95794118],-7.0,0.0
436,[1.01325758],[-0.01987879],[0.06037879],[-0.01783333],[-1.73598485],[3.39962121],[1.10530303],19.0,1.0
437,[0.77222222],[0.01683333],[-0.07488889],[-0.00422222],[0.76666667],[-4.56666667],[0.87222222],-3.0,0.0
438,[0.97408027],[0.03070067],[0.06183779],[-0.03832776],[1.08143813],[-0.65100334],[-0.0764214],3.0,1.0
439,[-1.25370844],[-0.01495652],[0.19564194],[-0.04850128],[-1.05601023],[-6.0971867],[-0.75191816],-7.0,0.0
440,[4.07678019],[0.02177399],[-0.00780495],[-0.10079876],[3.37213622],[4.39287926],[-1.07058824],-7.0,0.0
441,[-0.86645963],[0.00177795],[-0.18284783],[0.03234161],[-0.21583851],[3.36273292],[2.38742236],-18.0,0.0
442,[0.10545455],[-0.01134545],[0.10362727],[-0.09995455],[-0.47136364],[1.47090909],[-0.655],4.0,1.0
443,[0.97611111],[0.01702778],[-0.02447778],[0.00734444],[1.00722222],[-0.01],[2.53388889],-8.0,0.0
444,[-1.30551471],[-0.04618382],[0.04729412],[-0.01138235],[-1.10404412],[0.90477941],[-3.16544118],15.0,1.0
445,[-2.14722222],[-0.06138889],[0.08514444],[0.03865],[-1.54055556],[-1.25111111],[-1.40444444],-6.0,0.0
446,[-7.2020202],[-0.13115657],[0.01026768],[-0.05211111],[3.3959596],[-2.83232323],[-3.26414141],-16.0,0.0
447,[2.30816993],[0.04611438],[-0.08393464],[-0.02857843],[1.1620915],[-2.8254902],[0.40980392],31.0,1.0
