,game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
76071,21700597,2018-01-08,GSW vs. DEN,1610612743,f,L,21.0,19.0,0.525,240,47.0,95.0,0.495,8.0,19.0,0.42100000000000004,12.0,16.0,1.0,13.0,26.0,39,30.0,8.0,3.0,11.0,16.0,114,1610612744,2017,Regular Season,2017-18
76072,21700585,2018-01-06,SAC vs. DEN,1610612743,f,L,21.0,18.0,0.5379999999999999,240,35.0,76.0,0.461,13.0,34.0,0.382,15.0,21.0,1.0,8.0,38.0,46,20.0,2.0,6.0,25.0,17.0,98,1610612758,2017,Regular Season,2017-18
76073,21700478,2017-12-22,POR vs. DEN,1610612743,f,W,17.0,15.0,0.531,240,42.0,85.0,0.494,7.0,25.0,0.28,11.0,15.0,1.0,16.0,33.0,49,19.0,4.0,10.0,14.0,13.0,102,1610612757,2017,Regular Season,2017-18
76074,21700398,2017-12-12,DET vs. DEN,1610612743,f,W,15.0,12.0,0.556,240,40.0,79.0,0.506,10.0,30.0,0.33299999999999996,13.0,14.0,1.0,6.0,38.0,44,27.0,8.0,3.0,17.0,15.0,103,1610612765,2017,Regular Season,2017-18
76078,21700155,2017-11-07,BKN @ DEN,1610612743,t,W,6.0,5.0,0.545,240,44.0,93.0,0.473,9.0,34.0,0.265,15.0,20.0,1.0,9.0,38.0,47,26.0,16.0,9.0,19.0,21.0,112,1610612751,2017,Regular Season,2017-18
76079,21700055,,CHA vs. DEN,1610612743,f,L,1.0,3.0,0.25,240,38.0,100.0,0.38,8.0,31.0,0.258,9.0,15.0,1.0,18.0,33.0,51,18.0,6.0,1.0,13.0,23.0,93,1610612766,2017,Regular Season,2017-18
76080,21700047,,WAS @ DEN,1610612743,t,L,1.0,2.0,0.33299999999999996,240,39.0,80.0,0.488,8.0,23.0,0.348,18.0,23.0,1.0,9.0,35.0,44,27.0,5.0,2.0,23.0,22.0,104,1610612764,2017,Regular Season,2017-18
76081,11700001,2017-09-30,GSW vs. DEN,1610612743,f,W,1.0,0.0,1.0,240,36.0,81.0,0.444,13.0,28.0,0.46399999999999997,23.0,34.0,1.0,9.0,40.0,49,23.0,6.0,0.0,18.0,24.0,108,1610612744,2017,Pre Season,2017-18
76082,21701173,2018-04-04,MEM @ NOP,1610612740,t,W,44.0,34.0,0.564,240,45.0,86.0,0.523,16.0,36.0,0.444,17.0,19.0,1.0,11.0,37.0,48,32.0,14.0,7.0,16.0,19.0,123,1610612763,2017,Regular Season,2017-18
76083,21700995,2018-03-11,UTA @ NOP,1610612740,t,L,38.0,28.0,0.5760000000000001,240,41.0,93.0,0.441,6.0,21.0,0.28600000000000003,11.0,13.0,1.0,10.0,28.0,38,28.0,7.0,14.0,13.0,25.0,99,1610612762,2017,Regular Season,2017-18
76084,21700920,2018-02-28,SAS vs. NOP,1610612740,f,W,35.0,26.0,0.574,240,50.0,99.0,0.505,9.0,26.0,0.34600000000000003,12.0,15.0,1.0,12.0,31.0,43,26.0,7.0,3.0,12.0,17.0,121,1610612759,2017,Regular Season,2017-18
76085,21700879,2018-02-23,MIA @ NOP,1610612740,t,W,32.0,26.0,0.552,265,48.0,108.0,0.444,8.0,31.0,0.258,20.0,24.0,1.0,13.0,43.0,56,27.0,9.0,13.0,15.0,18.0,124,1610612748,2017,Regular Season,2017-18
76090,21700749,2018-01-30,SAC @ NOP,1610612740,t,L,27.0,23.0,0.54,240,39.0,77.0,0.506,9.0,25.0,0.36,16.0,22.0,1.0,2.0,34.0,36,26.0,7.0,8.0,15.0,18.0,103,1610612758,2017,Regular Season,2017-18
76091,21700733,2018-01-28,LAC @ NOP,1610612740,t,L,27.0,22.0,0.551,240,38.0,85.0,0.447,9.0,35.0,0.257,18.0,25.0,1.0,7.0,40.0,47,23.0,9.0,6.0,15.0,20.0,103,1610612746,2017,Regular Season,2017-18
76092,21700701,2018-01-24,CHA vs. NOP,1610612740,f,W,26.0,21.0,0.5529999999999999,240,39.0,87.0,0.44799999999999995,9.0,26.0,0.34600000000000003,14.0,18.0,1.0,8.0,34.0,42,26.0,6.0,10.0,15.0,19.0,101,1610612766,2017,Regular Season,2017-18
76093,21700677,2018-01-20,MEM @ NOP,1610612740,t,W,24.0,21.0,0.5329999999999999,240,39.0,78.0,0.5,7.0,27.0,0.259,26.0,32.0,1.0,6.0,35.0,41,23.0,6.0,5.0,10.0,15.0,111,1610612763,2017,Regular Season,2017-18
76094,21700654,2018-01-17,ATL vs. NOP,1610612740,f,L,23.0,21.0,0.523,240,35.0,80.0,0.43799999999999994,10.0,27.0,0.37,13.0,19.0,1.0,9.0,34.0,43,27.0,5.0,6.0,12.0,20.0,93,1610612737,2017,Regular Season,2017-18
76095,21700650,2018-01-16,BOS vs. NOP,1610612740,f,W,23.0,20.0,0.535,265,45.0,100.0,0.45,7.0,27.0,0.259,19.0,25.0,1.0,13.0,42.0,55,28.0,11.0,6.0,15.0,14.0,116,1610612738,2017,Regular Season,2017-18
76096,21700635,2018-01-14,NYK vs. NOP,1610612740,f,W,22.0,20.0,0.524,265,45.0,95.0,0.474,9.0,32.0,0.281,24.0,34.0,1.0,12.0,34.0,46,19.0,17.0,7.0,19.0,17.0,123,1610612752,2017,Regular Season,2017-18
76097,21700532,2017-12-30,NYK @ NOP,1610612740,t,L,18.0,18.0,0.5,240,38.0,84.0,0.452,6.0,26.0,0.231,21.0,27.0,1.0,4.0,44.0,48,24.0,3.0,5.0,10.0,19.0,103,1610612752,2017,Regular Season,2017-18
76098,21700452,2017-12-19,WAS vs. NOP,1610612740,f,L,15.0,16.0,0.484,240,34.0,80.0,0.425,5.0,20.0,0.25,33.0,40.0,1.0,11.0,31.0,42,20.0,7.0,1.0,16.0,16.0,106,1610612764,2017,Regular Season,2017-18
76099,21700373,2017-12-08,SAC @ NOP,1610612740,t,L,13.0,13.0,0.5,265,41.0,89.0,0.461,10.0,28.0,0.35700000000000004,17.0,19.0,1.0,7.0,28.0,35,19.0,7.0,3.0,17.0,14.0,109,1610612758,2017,Regular Season,2017-18
76100,21700309,2017-11-29,MIN @ NOP,1610612740,t,L,11.0,10.0,0.524,240,39.0,84.0,0.46399999999999997,14.0,35.0,0.4,10.0,11.0,1.0,8.0,20.0,28,27.0,8.0,2.0,16.0,17.0,102,1610612750,2017,Regular Season,2017-18
76101,21700178,2017-11-11,LAC @ NOP,1610612740,t,W,7.0,6.0,0.5379999999999999,240,43.0,80.0,0.5379999999999999,6.0,16.0,0.375,19.0,24.0,1.0,8.0,43.0,51,26.0,7.0,4.0,23.0,19.0,111,1610612746,2017,Regular Season,2017-18
76102,21700097,,ORL @ NOP,1610612740,t,L,3.0,4.0,0.429,240,39.0,85.0,0.45899999999999996,7.0,28.0,0.25,14.0,18.0,1.0,9.0,34.0,43,30.0,9.0,5.0,19.0,22.0,99,1610612753,2017,Regular Season,2017-18
76103,21700040,,LAL vs. NOP,1610612740,f,W,1.0,2.0,0.33299999999999996,240,47.0,83.0,0.5660000000000001,10.0,32.0,0.313,15.0,21.0,1.0,6.0,36.0,42,26.0,14.0,5.0,18.0,20.0,119,1610612747,2017,Regular Season,2017-18
76117,21701069,2018-03-21,DEN @ CHI,1610612741,t,L,24.0,47.0,0.33799999999999997,240,39.0,89.0,0.43799999999999994,13.0,38.0,0.342,11.0,14.0,1.0,9.0,25.0,34,29.0,12.0,4.0,15.0,22.0,102,1610612743,2017,Regular Season,2017-18
76118,21701055,2018-03-19,NYK vs. CHI,1610612741,f,L,24.0,46.0,0.34299999999999997,240,33.0,92.0,0.359,3.0,30.0,0.1,23.0,31.0,1.0,14.0,34.0,48,21.0,9.0,7.0,11.0,15.0,92,1610612752,2017,Regular Season,2017-18
76119,21701039,2018-03-17,CLE @ CHI,1610612741,t,L,24.0,45.0,0.348,240,41.0,91.0,0.451,16.0,34.0,0.47100000000000003,11.0,15.0,1.0,11.0,34.0,45,30.0,4.0,3.0,12.0,21.0,109,1610612739,2017,Regular Season,2017-18
76120,21701024,2018-03-15,MEM vs. CHI,1610612741,f,W,24.0,44.0,0.353,240,35.0,80.0,0.43799999999999994,15.0,41.0,0.366,26.0,33.0,1.0,8.0,34.0,42,23.0,10.0,2.0,13.0,23.0,111,1610612763,2017,Regular Season,2017-18
76121,21700907,2018-02-27,CHA vs. CHI,1610612741,f,L,20.0,41.0,0.32799999999999996,240,39.0,81.0,0.48100000000000004,9.0,24.0,0.375,16.0,21.0,1.0,11.0,33.0,44,26.0,8.0,5.0,20.0,23.0,103,1610612766,2017,Regular Season,2017-18
76122,21700888,2018-02-24,MIN vs. CHI,1610612741,f,L,20.0,39.0,0.33899999999999997,240,42.0,90.0,0.467,6.0,23.0,0.261,14.0,20.0,1.0,4.0,38.0,42,21.0,5.0,9.0,14.0,20.0,104,1610612750,2017,Regular Season,2017-18
76128,21700675,2018-01-20,ATL vs. CHI,1610612741,f,W,18.0,28.0,0.391,240,40.0,80.0,0.5,14.0,32.0,0.43799999999999994,19.0,21.0,1.0,4.0,44.0,48,31.0,8.0,1.0,16.0,23.0,113,1610612737,2017,Regular Season,2017-18
76129,21700632,2018-01-13,DET @ CHI,1610612741,t,W,16.0,27.0,0.37200000000000005,240,42.0,87.0,0.483,17.0,36.0,0.47200000000000003,6.0,9.0,1.0,6.0,34.0,40,27.0,10.0,8.0,14.0,11.0,107,1610612765,2017,Regular Season,2017-18
76130,21700607,2018-01-10,NYK vs. CHI,1610612741,f,W,15.0,27.0,0.35700000000000004,290,45.0,98.0,0.45899999999999996,15.0,33.0,0.455,17.0,20.0,1.0,10.0,38.0,48,21.0,10.0,5.0,16.0,19.0,122,1610612752,2017,Regular Season,2017-18
76131,21700380,2017-12-09,NYK @ CHI,1610612741,t,W,5.0,20.0,0.2,240,42.0,82.0,0.512,7.0,25.0,0.28,13.0,23.0,1.0,8.0,32.0,40,28.0,10.0,7.0,14.0,19.0,104,1610612752,2017,Regular Season,2017-18
76132,21700299,2017-11-28,PHX @ CHI,1610612741,t,L,3.0,16.0,0.158,240,38.0,94.0,0.40399999999999997,16.0,40.0,0.4,7.0,10.0,1.0,9.0,32.0,41,27.0,11.0,7.0,9.0,20.0,99,1610612756,2017,Regular Season,2017-18
76133,21700153,2017-11-07,TOR vs. CHI,1610612741,f,L,2.0,7.0,0.222,240,40.0,80.0,0.5,11.0,29.0,0.379,23.0,28.0,1.0,8.0,29.0,37,26.0,10.0,2.0,13.0,23.0,114,1610612761,2017,Regular Season,2017-18
76134,21700065,,ATL @ CHI,1610612741,t,W,1.0,3.0,0.25,240,31.0,86.0,0.36,7.0,32.0,0.21899999999999997,22.0,29.0,1.0,18.0,44.0,62,20.0,5.0,4.0,13.0,15.0,91,1610612737,2017,Regular Season,2017-18
76135,11700059,,CLE vs. CHI,1610612741,f,W,3.0,2.0,0.6,240,39.0,90.0,0.433,15.0,41.0,0.366,15.0,17.0,1.0,11.0,40.0,51,24.0,9.0,5.0,15.0,19.0,108,1610612739,2017,Pre Season,2017-18
76146,21701191,2018-04-07,DEN @ LAC,1610612746,t,L,42.0,38.0,0.525,240,43.0,87.0,0.494,6.0,17.0,0.353,23.0,34.0,1.0,15.0,23.0,38,25.0,6.0,0.0,10.0,19.0,115,1610612743,2017,Regular Season,2017-18
76147,21701179,2018-04-05,UTA vs. LAC,1610612746,f,L,42.0,37.0,0.532,240,35.0,79.0,0.44299999999999995,3.0,17.0,0.17600000000000002,22.0,28.0,1.0,11.0,28.0,39,18.0,7.0,3.0,16.0,25.0,95,1610612762,2017,Regular Season,2017-18
76148,21701023,2018-03-15,HOU vs. LAC,1610612746,f,L,37.0,30.0,0.552,240,44.0,97.0,0.45399999999999996,4.0,18.0,0.222,4.0,8.0,0.0,11.0,34.0,45,16.0,3.0,4.0,9.0,21.0,96,1610612745,2017,Regular Season,2017-18
76149,21700935,2018-03-02,NYK @ LAC,1610612746,t,W,33.0,28.0,0.541,240,50.0,89.0,0.562,9.0,25.0,0.36,19.0,24.0,1.0,14.0,37.0,51,34.0,14.0,6.0,11.0,17.0,128,1610612752,2017,Regular Season,2017-18
76150,21700872,2018-02-22,GSW vs. LAC,1610612746,f,L,30.0,27.0,0.526,240,44.0,88.0,0.5,11.0,32.0,0.344,28.0,34.0,1.0,8.0,28.0,36,32.0,9.0,3.0,14.0,19.0,127,1610612744,2017,Regular Season,2017-18
76152,21700828,2018-02-10,PHI vs. LAC,1610612746,f,L,28.0,26.0,0.519,240,38.0,88.0,0.43200000000000005,8.0,32.0,0.25,14.0,23.0,1.0,11.0,42.0,53,20.0,7.0,5.0,16.0,16.0,98,1610612755,2017,Regular Season,2017-18
76153,21700817,2018-02-09,DET vs. LAC,1610612746,f,W,28.0,25.0,0.528,240,42.0,91.0,0.462,10.0,30.0,0.33299999999999996,14.0,15.0,1.0,14.0,43.0,57,23.0,6.0,3.0,9.0,16.0,108,1610612765,2017,Regular Season,2017-18
76154,21700695,2018-01-22,MIN @ LAC,1610612746,t,L,23.0,23.0,0.5,240,47.0,84.0,0.56,9.0,27.0,0.33299999999999996,15.0,22.0,1.0,8.0,32.0,40,31.0,4.0,1.0,17.0,27.0,118,1610612750,2017,Regular Season,2017-18
76155,21700681,2018-01-20,UTA vs. LAC,1610612746,f,L,23.0,22.0,0.511,240,36.0,82.0,0.439,11.0,36.0,0.306,30.0,38.0,1.0,7.0,27.0,34,18.0,17.0,2.0,14.0,24.0,113,1610612762,2017,Regular Season,2017-18
76156,21700628,2018-01-13,SAC @ LAC,1610612746,t,W,21.0,21.0,0.5,240,46.0,82.0,0.561,12.0,31.0,0.387,22.0,26.0,1.0,5.0,34.0,39,29.0,11.0,5.0,15.0,22.0,126,1610612758,2017,Regular Season,2017-18
76157,21700567,2018-01-04,OKC @ LAC,1610612746,t,L,17.0,20.0,0.45899999999999996,240,45.0,100.0,0.45,9.0,30.0,0.3,18.0,23.0,1.0,15.0,30.0,45,29.0,5.0,2.0,10.0,15.0,117,1610612760,2017,Regular Season,2017-18
76158,21700487,2017-12-23,MEM vs. LAC,1610612746,f,L,13.0,19.0,0.406,240,39.0,79.0,0.494,13.0,34.0,0.382,21.0,28.0,1.0,5.0,31.0,36,14.0,4.0,7.0,10.0,22.0,112,1610612763,2017,Regular Season,2017-18
76159,21700422,2017-12-15,WAS vs. LAC,1610612746,f,L,11.0,16.0,0.40700000000000003,240,33.0,86.0,0.384,7.0,24.0,0.292,18.0,29.0,1.0,12.0,35.0,47,17.0,12.0,6.0,20.0,20.0,91,1610612764,2017,Regular Season,2017-18
76164,21700375,2017-12-09,WAS @ LAC,1610612746,t,W,9.0,15.0,0.375,240,39.0,80.0,0.488,14.0,32.0,0.43799999999999994,21.0,24.0,1.0,4.0,29.0,33,22.0,8.0,4.0,10.0,19.0,113,1610612764,2017,Regular Season,2017-18
76165,21700336,2017-12-03,MIN vs. LAC,1610612746,f,L,8.0,14.0,0.364,240,37.0,73.0,0.507,15.0,34.0,0.441,17.0,22.0,1.0,8.0,29.0,37,21.0,3.0,7.0,16.0,26.0,106,1610612750,2017,Regular Season,2017-18
76166,21700317,2017-11-30,UTA @ LAC,1610612746,t,L,8.0,12.0,0.4,240,38.0,70.0,0.5429999999999999,10.0,29.0,0.345,21.0,30.0,1.0,10.0,26.0,36,23.0,8.0,6.0,19.0,16.0,107,1610612762,2017,Regular Season,2017-18
76167,21700256,2017-11-22,ATL vs. LAC,1610612746,f,W,6.0,11.0,0.353,240,44.0,76.0,0.579,15.0,30.0,0.5,13.0,19.0,1.0,6.0,27.0,33,30.0,7.0,4.0,15.0,15.0,116,1610612737,2017,Regular Season,2017-18
76168,21700245,2017-11-20,NYK vs. LAC,1610612746,f,L,5.0,11.0,0.313,240,30.0,80.0,0.375,10.0,32.0,0.313,15.0,21.0,1.0,10.0,26.0,36,20.0,12.0,3.0,21.0,23.0,85,1610612752,2017,Regular Season,2017-18
76169,21700228,2017-11-18,CHA vs. LAC,1610612746,f,L,5.0,10.0,0.33299999999999996,240,33.0,83.0,0.39799999999999996,8.0,29.0,0.276,13.0,19.0,1.0,7.0,37.0,44,18.0,5.0,6.0,14.0,22.0,87,1610612766,2017,Regular Season,2017-18
76170,21700220,2017-11-17,CLE vs. LAC,1610612746,f,L,5.0,9.0,0.35700000000000004,265,46.0,103.0,0.447,10.0,35.0,0.28600000000000003,11.0,14.0,1.0,13.0,42.0,55,29.0,7.0,10.0,15.0,26.0,113,1610612739,2017,Regular Season,2017-18
76171,21700178,2017-11-11,NOP vs. LAC,1610612746,f,L,5.0,7.0,0.41700000000000004,240,35.0,86.0,0.40700000000000003,10.0,26.0,0.385,23.0,27.0,1.0,8.0,29.0,37,16.0,12.0,1.0,11.0,24.0,103,1610612740,2017,Regular Season,2017-18
76172,21700172,2017-11-10,OKC vs. LAC,1610612746,f,L,5.0,6.0,0.455,240,39.0,84.0,0.46399999999999997,12.0,30.0,0.4,21.0,30.0,1.0,16.0,30.0,46,13.0,4.0,2.0,18.0,30.0,111,1610612760,2017,Regular Season,2017-18
76178,21700037,,PHX @ LAC,1610612746,t,W,2.0,0.0,1.0,240,48.0,88.0,0.545,12.0,26.0,0.462,22.0,30.0,1.0,10.0,42.0,52,26.0,12.0,2.0,12.0,32.0,130,1610612756,2017,Regular Season,2017-18
76179,21701218,2018-04-10,HOU @ LAL,1610612747,t,L,34.0,47.0,0.42,240,38.0,90.0,0.42200000000000004,10.0,36.0,0.278,13.0,15.0,1.0,9.0,38.0,47,22.0,14.0,4.0,17.0,19.0,99,1610612745,2017,Regular Season,2017-18
76180,21701123,2018-03-28,DAL @ LAL,1610612747,t,W,33.0,41.0,0.446,240,36.0,77.0,0.46799999999999997,9.0,33.0,0.273,22.0,32.0,1.0,7.0,42.0,49,25.0,6.0,5.0,15.0,16.0,103,1610612742,2017,Regular Season,2017-18
76181,21701104,2018-03-26,DET vs. LAL,1610612747,f,L,32.0,41.0,0.43799999999999994,240,40.0,85.0,0.47100000000000003,6.0,23.0,0.261,20.0,25.0,1.0,6.0,41.0,47,29.0,3.0,7.0,10.0,20.0,106,1610612765,2017,Regular Season,2017-18
76182,21701000,2018-03-11,CLE @ LAL,1610612747,t,W,30.0,36.0,0.455,240,48.0,96.0,0.5,13.0,34.0,0.382,18.0,20.0,1.0,14.0,37.0,51,30.0,9.0,4.0,13.0,19.0,127,1610612739,2017,Regular Season,2017-18
76184,21700768,2018-02-02,BKN vs. LAL,1610612747,f,W,20.0,31.0,0.392,240,39.0,92.0,0.424,10.0,26.0,0.385,14.0,20.0,1.0,18.0,38.0,56,21.0,5.0,6.0,15.0,18.0,102,1610612751,2017,Regular Season,2017-18
76185,21700577,2018-01-05,CHA @ LAL,1610612747,t,L,11.0,27.0,0.289,240,38.0,94.0,0.40399999999999997,9.0,36.0,0.25,9.0,12.0,1.0,12.0,34.0,46,24.0,7.0,3.0,16.0,19.0,94,1610612766,2017,Regular Season,2017-18
76186,21700515,2017-12-27,MEM @ LAL,1610612747,t,L,11.0,22.0,0.33299999999999996,240,35.0,93.0,0.376,8.0,28.0,0.28600000000000003,21.0,33.0,1.0,22.0,27.0,49,14.0,5.0,4.0,11.0,26.0,99,1610612763,2017,Regular Season,2017-18
76187,21700399,2017-12-12,NYK vs. LAL,1610612747,f,L,10.0,16.0,0.385,265,42.0,102.0,0.41200000000000003,13.0,35.0,0.371,12.0,15.0,1.0,20.0,32.0,52,24.0,6.0,6.0,16.0,19.0,109,1610612752,2017,Regular Season,2017-18
76192,21700227,2017-11-17,PHX @ LAL,1610612747,t,L,6.0,10.0,0.375,240,45.0,91.0,0.495,7.0,25.0,0.28,16.0,24.0,1.0,9.0,40.0,49,26.0,7.0,10.0,19.0,20.0,113,1610612756,2017,Regular Season,2017-18
76193,21700161,2017-11-08,BOS vs. LAL,1610612747,f,L,5.0,6.0,0.455,240,37.0,85.0,0.435,5.0,24.0,0.20800000000000002,17.0,23.0,1.0,12.0,36.0,48,16.0,8.0,8.0,20.0,30.0,96,1610612738,2017,Regular Season,2017-18
76194,21700104,,DET @ LAL,1610612747,t,W,3.0,4.0,0.429,240,45.0,91.0,0.495,12.0,26.0,0.462,11.0,14.0,1.0,11.0,42.0,53,30.0,9.0,5.0,14.0,14.0,113,1610612765,2017,Regular Season,2017-18
76195,21700040,,NOP @ LAL,1610612747,t,L,1.0,2.0,0.33299999999999996,240,44.0,90.0,0.489,9.0,27.0,0.33299999999999996,15.0,20.0,1.0,9.0,29.0,38,27.0,7.0,6.0,17.0,24.0,112,1610612740,2017,Regular Season,2017-18
76196,21700026,,PHX vs. LAL,1610612747,f,W,1.0,1.0,0.5,240,48.0,93.0,0.516,12.0,26.0,0.462,24.0,33.0,1.0,5.0,37.0,42,22.0,8.0,3.0,18.0,31.0,132,1610612756,2017,Regular Season,2017-18
76198,21701203,2018-04-08,PHX vs. GSW,1610612744,f,W,58.0,23.0,0.716,240,47.0,90.0,0.522,13.0,32.0,0.406,10.0,15.0,1.0,5.0,36.0,41,27.0,9.0,7.0,11.0,15.0,117,1610612756,2017,Regular Season,2017-18
76199,21701087,2018-03-23,ATL @ GSW,1610612744,t,W,54.0,18.0,0.75,240,42.0,93.0,0.452,12.0,30.0,0.4,10.0,11.0,1.0,10.0,36.0,46,28.0,8.0,6.0,7.0,17.0,106,1610612737,2017,Regular Season,2017-18
76200,21701044,2018-03-17,PHX vs. GSW,1610612744,f,W,53.0,17.0,0.757,240,50.0,95.0,0.526,13.0,31.0,0.419,11.0,14.0,1.0,9.0,34.0,43,29.0,8.0,9.0,12.0,21.0,124,1610612756,2017,Regular Season,2017-18
76206,21700994,2018-03-11,MIN vs. GSW,1610612744,f,L,51.0,16.0,0.7609999999999999,240,37.0,91.0,0.40700000000000003,10.0,36.0,0.278,19.0,21.0,1.0,12.0,38.0,50,22.0,6.0,7.0,13.0,17.0,103,1610612750,2017,Regular Season,2017-18
76207,21700984,2018-03-09,POR vs. GSW,1610612744,f,L,51.0,15.0,0.773,240,38.0,78.0,0.48700000000000004,12.0,28.0,0.429,20.0,24.0,1.0,6.0,27.0,33,20.0,5.0,3.0,10.0,20.0,108,1610612757,2017,Regular Season,2017-18
76208,21700872,2018-02-22,LAC @ GSW,1610612744,t,W,45.0,14.0,0.763,240,47.0,77.0,0.61,14.0,25.0,0.56,26.0,34.0,1.0,3.0,29.0,32,31.0,8.0,8.0,15.0,24.0,134,1610612746,2017,Regular Season,2017-18
76209,21700815,2018-02-08,DAL @ GSW,1610612744,t,W,42.0,13.0,0.764,240,45.0,88.0,0.511,14.0,29.0,0.483,17.0,20.0,1.0,18.0,33.0,51,37.0,6.0,7.0,16.0,18.0,121,1610612742,2017,Regular Season,2017-18
76210,21700713,2018-01-25,MIN @ GSW,1610612744,t,W,39.0,10.0,0.7959999999999999,240,48.0,89.0,0.539,21.0,37.0,0.568,9.0,15.0,1.0,11.0,36.0,47,37.0,9.0,8.0,15.0,17.0,126,1610612750,2017,Regular Season,2017-18
76211,21700597,2018-01-08,DEN @ GSW,1610612744,t,W,33.0,8.0,0.805,240,48.0,85.0,0.565,13.0,30.0,0.433,15.0,21.0,1.0,10.0,33.0,43,33.0,7.0,10.0,16.0,15.0,124,1610612743,2017,Regular Season,2017-18
76212,21700562,2018-01-03,DAL vs. GSW,1610612744,f,W,30.0,8.0,0.789,240,48.0,91.0,0.527,13.0,32.0,0.406,16.0,19.0,1.0,7.0,39.0,46,36.0,8.0,7.0,14.0,21.0,125,1610612742,2017,Regular Season,2017-18
76214,21700494,2017-12-25,CLE @ GSW,1610612744,t,W,27.0,7.0,0.794,240,38.0,82.0,0.46299999999999997,10.0,37.0,0.27,13.0,17.0,1.0,10.0,37.0,47,28.0,7.0,7.0,15.0,18.0,99,1610612739,2017,Regular Season,2017-18
76215,21700417,2017-12-14,DAL @ GSW,1610612744,t,W,23.0,6.0,0.7929999999999999,240,47.0,78.0,0.603,11.0,22.0,0.5,7.0,9.0,1.0,4.0,37.0,41,35.0,7.0,4.0,16.0,22.0,112,1610612742,2017,Regular Season,2017-18
76216,21700215,2017-11-16,BOS vs. GSW,1610612744,f,L,11.0,4.0,0.733,240,33.0,82.0,0.402,10.0,32.0,0.313,12.0,19.0,1.0,7.0,40.0,47,22.0,9.0,10.0,15.0,24.0,88,1610612738,2017,Regular Season,2017-18
76217,21700117,2017-11-02,SAS vs. GSW,1610612744,f,W,6.0,3.0,0.667,240,43.0,83.0,0.518,14.0,28.0,0.5,12.0,16.0,1.0,5.0,36.0,41,30.0,11.0,12.0,14.0,20.0,112,1610612759,2017,Regular Season,2017-18
76218,21700091,,DET @ GSW,1610612744,t,L,4.0,3.0,0.5710000000000001,240,44.0,77.0,0.5710000000000001,10.0,27.0,0.37,9.0,12.0,1.0,10.0,30.0,40,29.0,3.0,11.0,25.0,14.0,107,1610612765,2017,Regular Season,2017-18
76219,21700045,,DAL vs. GSW,1610612744,f,W,2.0,2.0,0.5,240,48.0,86.0,0.5579999999999999,15.0,39.0,0.385,22.0,26.0,1.0,10.0,40.0,50,33.0,6.0,8.0,16.0,23.0,133,1610612742,2017,Regular Season,2017-18
76220,11700077,,SAC @ GSW,1610612744,t,W,2.0,2.0,0.5,240,46.0,98.0,0.469,15.0,34.0,0.441,10.0,17.0,1.0,21.0,26.0,47,34.0,4.0,4.0,12.0,15.0,117,1610612758,2017,Pre Season,2017-18
76221,11700001,2017-09-30,DEN @ GSW,1610612744,t,L,0.0,1.0,0.0,240,39.0,95.0,0.41100000000000003,4.0,33.0,0.121,20.0,24.0,1.0,17.0,36.0,53,17.0,13.0,4.0,14.0,28.0,102,1610612743,2017,Pre Season,2017-18
76222,41700403,2018-06-06,CLE vs. GSW,1610612744,f,W,3.0,0.0,1.0,240,42.0,81.0,0.519,9.0,26.0,0.34600000000000003,17.0,19.0,1.0,6.0,31.0,37,27.0,6.0,5.0,10.0,20.0,110,1610612739,2017,Playoffs,2017-18
76225,41700316,2018-05-26,HOU @ GSW,1610612744,t,W,3.0,3.0,0.5,240,43.0,87.0,0.494,16.0,38.0,0.42100000000000004,13.0,19.0,1.0,13.0,34.0,47,26.0,11.0,10.0,12.0,17.0,115,1610612745,2017,Playoffs,2017-18
76226,41700155,2018-04-24,SAS @ GSW,1610612744,t,W,4.0,1.0,0.8,240,37.0,83.0,0.446,5.0,27.0,0.185,20.0,25.0,1.0,8.0,39.0,47,25.0,5.0,5.0,10.0,19.0,99,1610612759,2017,Playoffs,2017-18
76227,41700152,2018-04-16,SAS @ GSW,1610612744,t,W,2.0,0.0,1.0,240,41.0,78.0,0.526,15.0,31.0,0.484,19.0,20.0,1.0,6.0,33.0,39,32.0,5.0,5.0,15.0,24.0,116,1610612759,2017,Playoffs,2017-18
76228,21701230,2018-04-11,SAC vs. HOU,1610612745,f,L,65.0,17.0,0.7929999999999999,240,31.0,82.0,0.37799999999999995,13.0,46.0,0.28300000000000003,8.0,12.0,1.0,8.0,32.0,40,11.0,2.0,6.0,14.0,24.0,83,1610612758,2017,Regular Season,2017-18
76229,21701218,2018-04-10,LAL vs. HOU,1610612745,f,W,65.0,16.0,0.802,240,37.0,88.0,0.42,16.0,47.0,0.34,15.0,16.0,1.0,8.0,41.0,49,19.0,9.0,5.0,18.0,19.0,105,1610612747,2017,Regular Season,2017-18
76230,21701161,2018-04-03,WAS @ HOU,1610612745,t,W,63.0,15.0,0.8079999999999999,240,43.0,84.0,0.512,16.0,46.0,0.348,18.0,27.0,1.0,10.0,36.0,46,26.0,13.0,3.0,9.0,14.0,120,1610612764,2017,Regular Season,2017-18
