,Unnamed: 0,game_id,game_date,matchup,team_id,is_home,wl,w,l,w_pct,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,a_team_id,season_year,season_type,season
5106,107000,21700711,2018-01-25,WAS @ OKC,OKC,t,W,28.0,20.0,0.583,240,45.0,87.0,0.517,9.0,27.0,0.333,22.0,29.0,1.0,13.0,27.0,40,18.0,16.0,6.0,14.0,15.0,121,WAS,2017,Regular Season,2017-18
5107,107001,21700660,2018-01-17,LAL @ OKC,OKC,t,W,25.0,20.0,0.556,240,46.0,95.0,0.484,12.0,35.0,0.343,10.0,12.0,1.0,21.0,33.0,54,22.0,10.0,6.0,16.0,14.0,114,LAL,2017,Regular Season,2017-18
5108,107002,21700643,2018-01-15,SAC @ OKC,OKC,t,W,24.0,20.0,0.545,240,36.0,86.0,0.419,9.0,30.0,0.3,14.0,29.0,0.0,18.0,41.0,59,20.0,10.0,6.0,18.0,19.0,95,SAC,2017,Regular Season,2017-18
5109,107003,21700600,2018-01-09,POR @ OKC,OKC,t,L,22.0,19.0,0.537,240,37.0,84.0,0.44,13.0,31.0,0.419,19.0,26.0,1.0,11.0,27.0,38,20.0,6.0,4.0,14.0,17.0,106,POR,2017,Regular Season,2017-18
5110,107004,21700526,2017-12-29,MIL @ OKC,OKC,t,L,20.0,16.0,0.556,240,38.0,83.0,0.458,7.0,25.0,0.28,12.0,20.0,1.0,10.0,35.0,45,16.0,5.0,5.0,12.0,19.0,95,MIL,2017,Regular Season,2017-18
5111,107006,21700263,2017-11-22,GSW @ OKC,OKC,t,W,8.0,9.0,0.471,240,41.0,90.0,0.456,8.0,25.0,0.32,18.0,26.0,1.0,13.0,37.0,50,16.0,15.0,5.0,16.0,21.0,108,GSW,2017,Regular Season,2017-18
5115,107013,21701097,2018-03-25,LAC @ TOR,TOR,t,L,54.0,20.0,0.73,240,41.0,92.0,0.446,16.0,36.0,0.444,8.0,14.0,1.0,13.0,35.0,48,24.0,3.0,6.0,14.0,23.0,106,LAC,2017,Regular Season,2017-18
5116,107015,21701082,2018-03-23,BKN @ TOR,TOR,t,W,54.0,19.0,0.74,240,41.0,86.0,0.477,14.0,28.0,0.5,20.0,29.0,1.0,5.0,38.0,43,26.0,5.0,7.0,10.0,24.0,116,BRK,2017,Regular Season,2017-18
5118,107017,21700958,2018-03-06,ATL @ TOR,TOR,t,W,46.0,17.0,0.73,240,34.0,88.0,0.386,10.0,36.0,0.278,28.0,33.0,1.0,17.0,28.0,45,25.0,12.0,8.0,12.0,21.0,106,ATL,2017,Regular Season,2017-18
5119,107018,21700944,2018-03-04,CHA @ TOR,TOR,t,W,45.0,17.0,0.726,240,35.0,83.0,0.422,12.0,41.0,0.293,21.0,27.0,1.0,9.0,41.0,50,22.0,5.0,8.0,15.0,28.0,103,CHO,2017,Regular Season,2017-18
5120,107019,21700787,2018-02-04,MEM @ TOR,TOR,t,W,36.0,16.0,0.6920000000000001,240,41.0,89.0,0.461,6.0,35.0,0.171,13.0,15.0,1.0,10.0,34.0,44,21.0,13.0,7.0,11.0,20.0,101,MEM,2017,Regular Season,2017-18
5121,107020,21700746,2018-01-30,MIN @ TOR,TOR,t,W,34.0,15.0,0.6940000000000001,240,39.0,81.0,0.481,9.0,29.0,0.31,22.0,26.0,1.0,9.0,30.0,39,28.0,3.0,4.0,8.0,18.0,109,MIN,2017,Regular Season,2017-18
5122,107021,21700716,2018-01-26,UTA @ TOR,TOR,t,L,32.0,15.0,0.6809999999999999,240,37.0,95.0,0.389,7.0,27.0,0.259,12.0,17.0,1.0,16.0,36.0,52,23.0,10.0,13.0,11.0,18.0,93,UTA,2017,Regular Season,2017-18
5128,107031,21700165,2017-11-09,NOP @ TOR,TOR,t,W,7.0,4.0,0.636,240,45.0,98.0,0.459,16.0,42.0,0.381,16.0,23.0,1.0,10.0,38.0,48,27.0,8.0,4.0,12.0,24.0,122,NOP,2017,Regular Season,2017-18
5129,107032,21700014,,CHI @ TOR,TOR,t,W,1.0,0.0,1.0,240,39.0,83.0,0.47,13.0,29.0,0.448,26.0,28.0,1.0,13.0,36.0,49,26.0,10.0,4.0,17.0,19.0,117,CHI,2017,Regular Season,2017-18
5130,107033,21701073,2018-03-22,PHI @ ORL,ORL,t,L,21.0,51.0,0.292,240,37.0,91.0,0.407,10.0,33.0,0.303,14.0,22.0,1.0,7.0,33.0,40,26.0,10.0,3.0,10.0,19.0,98,PHI,2017,Regular Season,2017-18
5131,107034,21700936,2018-03-03,MEM @ ORL,ORL,t,W,20.0,43.0,0.317,240,36.0,72.0,0.5,8.0,25.0,0.32,27.0,33.0,1.0,5.0,39.0,44,19.0,4.0,9.0,14.0,23.0,107,MEM,2017,Regular Season,2017-18
5132,107035,21700926,2018-03-02,DET @ ORL,ORL,t,W,19.0,43.0,0.306,265,44.0,86.0,0.512,13.0,36.0,0.361,14.0,19.0,1.0,7.0,38.0,45,34.0,8.0,3.0,16.0,23.0,115,DET,2017,Regular Season,2017-18
5134,107037,21700754,2018-01-31,LAL @ ORL,ORL,t,W,15.0,35.0,0.3,240,44.0,81.0,0.5429999999999999,18.0,32.0,0.563,21.0,29.0,1.0,4.0,31.0,35,28.0,13.0,4.0,14.0,23.0,127,LAL,2017,Regular Season,2017-18
5139,107046,21700582,2018-01-06,CLE @ ORL,ORL,t,L,12.0,28.0,0.3,240,49.0,98.0,0.5,14.0,37.0,0.378,15.0,22.0,1.0,14.0,32.0,46,29.0,5.0,2.0,19.0,28.0,127,CLE,2017,Regular Season,2017-18
5142,107049,21700472,2017-12-22,NOP @ ORL,ORL,t,L,11.0,22.0,0.333,240,36.0,85.0,0.424,4.0,20.0,0.2,21.0,29.0,1.0,10.0,30.0,40,16.0,7.0,2.0,14.0,19.0,97,NOP,2017,Regular Season,2017-18
5143,107050,21700405,2017-12-13,LAC @ ORL,ORL,t,L,11.0,18.0,0.379,240,37.0,88.0,0.42,9.0,27.0,0.333,12.0,21.0,1.0,7.0,38.0,45,24.0,6.0,6.0,12.0,13.0,95,LAC,2017,Regular Season,2017-18
5144,107051,21700370,2017-12-08,DEN @ ORL,ORL,t,L,11.0,16.0,0.407,240,33.0,83.0,0.398,5.0,21.0,0.238,18.0,23.0,1.0,11.0,31.0,42,18.0,5.0,7.0,14.0,17.0,89,DEN,2017,Regular Season,2017-18
5145,107056,21700243,2017-11-20,IND @ ORL,ORL,t,L,8.0,9.0,0.471,240,35.0,84.0,0.417,13.0,38.0,0.342,14.0,23.0,1.0,11.0,39.0,50,23.0,6.0,7.0,22.0,20.0,97,IND,2017,Regular Season,2017-18
5147,107058,21700160,2017-11-08,NYK @ ORL,ORL,t,W,7.0,4.0,0.636,240,43.0,80.0,0.5379999999999999,13.0,28.0,0.464,13.0,22.0,1.0,6.0,23.0,29,31.0,16.0,7.0,12.0,15.0,112,NYK,2017,Regular Season,2017-18
5148,107059,21700050,,BKN @ ORL,ORL,t,W,3.0,1.0,0.75,240,41.0,83.0,0.494,8.0,23.0,0.348,35.0,40.0,1.0,6.0,38.0,44,20.0,8.0,5.0,11.0,23.0,125,BRK,2017,Regular Season,2017-18
5150,107061,21701078,2018-03-23,LAC @ IND,IND,t,W,42.0,31.0,0.575,240,43.0,93.0,0.462,11.0,31.0,0.355,12.0,14.0,1.0,14.0,28.0,42,25.0,6.0,2.0,9.0,16.0,109,LAC,2017,Regular Season,2017-18
5153,107064,21701020,2018-03-15,TOR @ IND,IND,t,L,40.0,29.0,0.58,240,40.0,93.0,0.43,7.0,24.0,0.292,12.0,17.0,1.0,11.0,23.0,34,17.0,12.0,1.0,8.0,25.0,99,TOR,2017,Regular Season,2017-18
5154,107065,21700951,2018-03-05,MIL @ IND,IND,t,W,37.0,27.0,0.578,240,33.0,77.0,0.429,10.0,17.0,0.588,16.0,21.0,1.0,8.0,29.0,37,18.0,13.0,5.0,14.0,15.0,92,MIL,2017,Regular Season,2017-18
5156,107067,21700791,2018-02-05,WAS @ IND,IND,t,L,30.0,25.0,0.545,240,37.0,80.0,0.463,12.0,29.0,0.414,16.0,25.0,1.0,8.0,27.0,35,19.0,6.0,2.0,16.0,18.0,102,WAS,2017,Regular Season,2017-18
5158,107069,21700604,2018-01-10,MIA @ IND,IND,t,L,21.0,20.0,0.512,240,43.0,87.0,0.494,1.0,18.0,0.056,19.0,29.0,1.0,12.0,33.0,45,13.0,7.0,3.0,14.0,23.0,106,MIA,2017,Regular Season,2017-18
5159,107070,21700591,2018-01-08,MIL @ IND,IND,t,W,21.0,19.0,0.525,240,44.0,79.0,0.557,7.0,22.0,0.318,14.0,20.0,1.0,8.0,32.0,40,30.0,9.0,5.0,16.0,23.0,109,MIL,2017,Regular Season,2017-18
5160,107071,21700581,2018-01-06,CHI @ IND,IND,t,W,20.0,19.0,0.513,240,48.0,86.0,0.5579999999999999,15.0,31.0,0.484,14.0,18.0,1.0,10.0,39.0,49,24.0,9.0,4.0,12.0,19.0,125,CHI,2017,Regular Season,2017-18
5161,107074,21700482,2017-12-23,BKN @ IND,IND,t,W,19.0,14.0,0.5760000000000001,265,47.0,90.0,0.522,10.0,23.0,0.435,19.0,24.0,1.0,7.0,34.0,41,31.0,8.0,9.0,8.0,25.0,123,BRK,2017,Regular Season,2017-18
5163,107076,21700369,2017-12-08,CLE @ IND,IND,t,W,15.0,11.0,0.5770000000000001,240,38.0,86.0,0.442,15.0,39.0,0.385,15.0,24.0,1.0,12.0,37.0,49,21.0,7.0,3.0,8.0,19.0,106,CLE,2017,Regular Season,2017-18
5164,107077,21700340,2017-12-04,NYK @ IND,IND,t,W,13.0,11.0,0.542,240,46.0,86.0,0.535,11.0,26.0,0.423,12.0,15.0,1.0,7.0,37.0,44,28.0,10.0,5.0,16.0,20.0,115,NYK,2017,Regular Season,2017-18
5166,107079,21700190,2017-11-12,HOU @ IND,IND,t,L,6.0,8.0,0.429,240,37.0,83.0,0.446,8.0,22.0,0.364,13.0,21.0,1.0,7.0,34.0,41,18.0,5.0,7.0,13.0,15.0,95,HOU,2017,Regular Season,2017-18
5168,107081,21700150,2017-11-07,NOP @ IND,IND,t,L,5.0,6.0,0.455,240,44.0,93.0,0.473,9.0,24.0,0.375,15.0,18.0,1.0,11.0,30.0,41,19.0,4.0,4.0,10.0,21.0,112,NOP,2017,Regular Season,2017-18
5169,107084,21700018,,POR @ IND,IND,t,L,1.0,1.0,0.5,240,35.0,78.0,0.449,4.0,18.0,0.222,22.0,33.0,1.0,6.0,33.0,39,15.0,1.0,4.0,12.0,17.0,96,POR,2017,Regular Season,2017-18
5170,107085,11700055,,MAC @ IND,IND,t,W,3.0,1.0,0.75,240,36.0,76.0,0.474,9.0,22.0,0.409,27.0,37.0,1.0,10.0,31.0,41,23.0,12.0,3.0,23.0,19.0,108,93,2017,Pre Season,2017-18
5172,107087,41700136,2018-04-27,CLE @ IND,IND,t,W,3.0,3.0,0.5,240,49.0,87.0,0.563,15.0,30.0,0.5,8.0,14.0,1.0,9.0,36.0,45,27.0,9.0,1.0,7.0,18.0,121,CLE,2017,Playoffs,2017-18
5176,107095,21700843,2018-02-12,LAC @ BKN,BRK,t,L,19.0,39.0,0.328,240,41.0,89.0,0.461,12.0,40.0,0.3,7.0,10.0,1.0,10.0,27.0,37,27.0,10.0,6.0,12.0,15.0,101,LAC,2017,Regular Season,2017-18
5177,107096,21700826,2018-02-10,NOP @ BKN,BRK,t,L,19.0,38.0,0.333,290,43.0,114.0,0.377,21.0,59.0,0.35600000000000004,21.0,22.0,1.0,18.0,42.0,60,30.0,10.0,3.0,15.0,30.0,128,NOP,2017,Regular Season,2017-18
5178,107097,21700785,2018-02-04,MIL @ BKN,BRK,t,L,19.0,35.0,0.35200000000000004,240,37.0,90.0,0.411,9.0,29.0,0.31,11.0,14.0,1.0,11.0,25.0,36,25.0,5.0,1.0,9.0,19.0,94,MIL,2017,Regular Season,2017-18
5179,107098,21700756,2018-01-31,PHI @ BKN,BRK,t,W,19.0,33.0,0.365,240,39.0,77.0,0.506,13.0,32.0,0.406,25.0,28.0,1.0,9.0,30.0,39,19.0,3.0,9.0,11.0,26.0,116,PHI,2017,Regular Season,2017-18
5180,107099,21700642,2018-01-15,NYK @ BKN,BRK,t,L,16.0,28.0,0.364,240,32.0,87.0,0.368,11.0,32.0,0.344,29.0,36.0,1.0,11.0,34.0,45,16.0,5.0,3.0,11.0,23.0,104,NYK,2017,Regular Season,2017-18
5185,107107,21700439,2017-12-17,IND @ BKN,BRK,t,L,11.0,18.0,0.379,240,34.0,81.0,0.42,12.0,33.0,0.364,17.0,21.0,1.0,7.0,22.0,29,26.0,7.0,2.0,9.0,17.0,97,IND,2017,Regular Season,2017-18
5186,107108,21700328,2017-12-02,ATL @ BKN,BRK,t,L,8.0,14.0,0.364,240,34.0,82.0,0.415,17.0,42.0,0.405,17.0,21.0,1.0,12.0,34.0,46,26.0,1.0,8.0,19.0,18.0,102,ATL,2017,Regular Season,2017-18
5187,107109,21700219,2017-11-17,UTA @ BKN,BRK,t,W,6.0,9.0,0.4,240,43.0,84.0,0.512,17.0,37.0,0.459,15.0,20.0,1.0,4.0,32.0,36,27.0,8.0,2.0,12.0,21.0,118,UTA,2017,Regular Season,2017-18
5189,107115,21700087,,DEN @ BKN,BRK,t,L,3.0,4.0,0.429,240,39.0,96.0,0.406,12.0,31.0,0.387,21.0,31.0,1.0,17.0,39.0,56,24.0,5.0,4.0,15.0,18.0,111,DEN,2017,Regular Season,2017-18
5191,107117,21700058,,CLE @ BKN,BRK,t,W,3.0,2.0,0.6,240,40.0,93.0,0.43,17.0,46.0,0.37,15.0,21.0,1.0,10.0,28.0,38,22.0,11.0,3.0,12.0,22.0,112,CLE,2017,Regular Season,2017-18
5195,107121,21700801,2018-02-06,MIL @ NYK,NYK,t,L,23.0,32.0,0.418,240,37.0,89.0,0.416,5.0,23.0,0.217,10.0,15.0,1.0,11.0,36.0,47,20.0,5.0,6.0,17.0,19.0,89,MIL,2017,Regular Season,2017-18
5201,107129,21700493,2017-12-25,PHI @ NYK,NYK,t,L,17.0,16.0,0.515,240,38.0,94.0,0.404,4.0,15.0,0.267,18.0,28.0,1.0,18.0,27.0,45,18.0,7.0,5.0,10.0,21.0,98,PHI,2017,Regular Season,2017-18
5202,107133,21700357,2017-12-06,MEM @ NYK,NYK,t,W,12.0,12.0,0.5,240,35.0,67.0,0.522,9.0,14.0,0.643,20.0,27.0,1.0,10.0,32.0,42,22.0,8.0,3.0,17.0,21.0,99,MEM,2017,Regular Season,2017-18
5205,107136,21700258,2017-11-22,TOR @ NYK,NYK,t,W,10.0,7.0,0.588,240,43.0,93.0,0.462,8.0,24.0,0.333,14.0,17.0,1.0,13.0,34.0,47,29.0,8.0,7.0,11.0,19.0,108,TOR,2017,Regular Season,2017-18
5206,107137,21700206,2017-11-15,UTA @ NYK,NYK,t,W,8.0,6.0,0.5710000000000001,240,38.0,81.0,0.469,9.0,21.0,0.429,21.0,25.0,1.0,12.0,33.0,45,18.0,4.0,5.0,11.0,19.0,106,UTA,2017,Regular Season,2017-18
5207,107138,21700179,2017-11-11,SAC @ NYK,NYK,t,W,7.0,5.0,0.583,240,47.0,90.0,0.522,12.0,27.0,0.444,12.0,15.0,1.0,8.0,32.0,40,29.0,6.0,6.0,11.0,22.0,118,SAC,2017,Regular Season,2017-18
5209,107140,21700073,,BKN @ NYK,NYK,t,W,1.0,3.0,0.25,240,44.0,98.0,0.449,9.0,27.0,0.333,10.0,17.0,1.0,19.0,36.0,55,19.0,7.0,6.0,11.0,19.0,107,BRK,2017,Regular Season,2017-18
5211,107145,11700016,,BKN @ NYK,NYK,t,L,0.0,1.0,0.0,240,36.0,94.0,0.383,10.0,25.0,0.4,25.0,31.0,1.0,10.0,43.0,53,20.0,11.0,5.0,15.0,23.0,107,BRK,2017,Pre Season,2017-18
5214,107148,21701086,2018-03-23,BOS @ POR,POR,t,L,44.0,28.0,0.611,240,40.0,91.0,0.44,8.0,33.0,0.242,12.0,15.0,1.0,11.0,32.0,43,16.0,8.0,5.0,8.0,20.0,100,BOS,2017,Regular Season,2017-18
5215,107149,21700962,2018-03-06,NYK @ POR,POR,t,W,39.0,26.0,0.6,240,35.0,81.0,0.4320000000000001,20.0,33.0,0.606,21.0,24.0,1.0,15.0,36.0,51,22.0,4.0,4.0,19.0,15.0,111,NYK,2017,Regular Season,2017-18
5217,107151,21700941,2018-03-03,OKC @ POR,POR,t,W,37.0,26.0,0.5870000000000001,240,39.0,88.0,0.443,11.0,33.0,0.333,19.0,23.0,1.0,14.0,33.0,47,20.0,6.0,8.0,15.0,21.0,108,OKC,2017,Regular Season,2017-18
5218,107152,21700840,2018-02-11,UTA @ POR,POR,t,L,31.0,26.0,0.544,240,33.0,81.0,0.407,9.0,25.0,0.36,21.0,25.0,1.0,6.0,31.0,37,16.0,7.0,4.0,13.0,22.0,96,UTA,2017,Regular Season,2017-18
5219,107153,21700814,2018-02-08,CHA @ POR,POR,t,W,30.0,25.0,0.545,265,41.0,90.0,0.456,9.0,31.0,0.29,18.0,22.0,1.0,9.0,48.0,57,18.0,7.0,7.0,17.0,19.0,109,CHO,2017,Regular Season,2017-18
5221,107155,21700666,2018-01-18,IND @ POR,POR,t,W,24.0,21.0,0.5329999999999999,240,37.0,94.0,0.394,10.0,32.0,0.313,16.0,16.0,1.0,14.0,43.0,57,17.0,6.0,7.0,11.0,11.0,100,IND,2017,Regular Season,2017-18
5222,107156,21700652,2018-01-16,PHX @ POR,POR,t,W,23.0,21.0,0.523,240,46.0,91.0,0.505,17.0,35.0,0.486,9.0,10.0,1.0,9.0,34.0,43,21.0,7.0,6.0,9.0,16.0,118,PHO,2017,Regular Season,2017-18
5227,107165,21700157,2017-11-07,MEM @ POR,POR,t,L,6.0,5.0,0.545,240,36.0,81.0,0.444,6.0,19.0,0.316,19.0,20.0,1.0,10.0,32.0,42,11.0,9.0,1.0,16.0,18.0,97,MEM,2017,Regular Season,2017-18
5231,107169,11700014,,PHX @ POR,POR,t,L,0.0,1.0,0.0,240,43.0,105.0,0.41,9.0,30.0,0.3,17.0,21.0,1.0,15.0,32.0,47,20.0,6.0,5.0,13.0,27.0,112,PHO,2017,Pre Season,2017-18
5233,107171,21701142,2018-03-31,GSW @ SAC,SAC,t,L,24.0,53.0,0.312,240,36.0,87.0,0.414,8.0,28.0,0.28600000000000003,16.0,19.0,1.0,11.0,36.0,47,27.0,5.0,6.0,15.0,23.0,96,GSW,2017,Regular Season,2017-18
5234,107172,21701113,2018-03-27,DAL @ SAC,SAC,t,L,24.0,51.0,0.32,240,38.0,93.0,0.409,6.0,23.0,0.261,15.0,19.0,1.0,10.0,35.0,45,25.0,6.0,6.0,10.0,22.0,97,DAL,2017,Regular Season,2017-18
5236,107174,21701018,2018-03-14,MIA @ SAC,SAC,t,W,22.0,47.0,0.319,265,48.0,94.0,0.511,8.0,24.0,0.333,19.0,25.0,1.0,8.0,35.0,43,23.0,6.0,7.0,11.0,21.0,123,MIA,2017,Regular Season,2017-18
5238,107176,21700969,2018-03-07,NOP @ SAC,SAC,t,L,20.0,45.0,0.308,240,39.0,93.0,0.419,9.0,28.0,0.321,14.0,17.0,1.0,14.0,25.0,39,20.0,4.0,5.0,9.0,16.0,101,NOP,2017,Regular Season,2017-18
5240,107178,21700795,2018-02-05,CHI @ SAC,SAC,t,W,17.0,36.0,0.321,240,37.0,84.0,0.44,11.0,32.0,0.344,19.0,25.0,1.0,9.0,36.0,45,22.0,5.0,5.0,11.0,17.0,104,CHI,2017,Regular Season,2017-18
5241,107179,21700774,2018-02-02,GSW @ SAC,SAC,t,L,16.0,35.0,0.314,240,42.0,95.0,0.442,10.0,25.0,0.4,10.0,15.0,1.0,6.0,27.0,33,22.0,16.0,3.0,10.0,14.0,104,GSW,2017,Regular Season,2017-18
5243,107182,21700513,2017-12-27,CLE @ SAC,SAC,t,W,12.0,22.0,0.353,240,41.0,79.0,0.519,12.0,30.0,0.4,15.0,18.0,1.0,7.0,33.0,40,25.0,8.0,6.0,11.0,19.0,109,CLE,2017,Regular Season,2017-18
5246,107185,21700286,2017-11-25,LAC @ SAC,SAC,t,L,5.0,14.0,0.263,240,38.0,83.0,0.458,11.0,21.0,0.524,8.0,9.0,1.0,8.0,29.0,37,19.0,9.0,8.0,18.0,17.0,95,LAC,2017,Regular Season,2017-18
5247,107186,21700266,2017-11-22,LAL @ SAC,SAC,t,W,5.0,13.0,0.278,240,47.0,85.0,0.5529999999999999,10.0,21.0,0.476,9.0,14.0,1.0,10.0,34.0,44,26.0,9.0,4.0,17.0,20.0,113,LAL,2017,Regular Season,2017-18
5250,107190,21701157,2018-04-03,BKN @ PHI,PHI,t,W,47.0,30.0,0.61,240,50.0,91.0,0.5489999999999999,9.0,21.0,0.429,12.0,18.0,1.0,7.0,48.0,55,28.0,10.0,10.0,10.0,22.0,121,BRK,2017,Regular Season,2017-18
5252,107192,21701088,2018-03-24,MIN @ PHI,PHI,t,W,42.0,30.0,0.583,240,42.0,88.0,0.477,13.0,37.0,0.35100000000000003,23.0,36.0,1.0,7.0,44.0,51,33.0,9.0,10.0,15.0,29.0,120,MIN,2017,Regular Season,2017-18
5256,107199,21700818,2018-02-09,NOP @ PHI,PHI,t,W,27.0,25.0,0.519,240,39.0,93.0,0.419,14.0,34.0,0.412,8.0,9.0,1.0,8.0,50.0,58,26.0,10.0,4.0,15.0,16.0,100,NOP,2017,Regular Season,2017-18
5257,107200,21700802,2018-02-06,WAS @ PHI,PHI,t,W,26.0,25.0,0.51,240,45.0,82.0,0.5489999999999999,14.0,28.0,0.5,11.0,14.0,1.0,12.0,33.0,45,27.0,9.0,4.0,17.0,14.0,115,WAS,2017,Regular Season,2017-18
5260,107203,21700704,2018-01-24,CHI @ PHI,PHI,t,W,23.0,21.0,0.523,240,42.0,81.0,0.519,16.0,32.0,0.5,15.0,20.0,1.0,6.0,42.0,48,31.0,6.0,7.0,14.0,20.0,115,CHI,2017,Regular Season,2017-18
5261,107204,21700555,2018-01-03,SAS @ PHI,PHI,t,W,18.0,19.0,0.486,240,36.0,80.0,0.45,7.0,22.0,0.318,33.0,43.0,1.0,13.0,32.0,45,23.0,10.0,5.0,13.0,21.0,112,SAS,2017,Regular Season,2017-18
5264,107211,21700467,2017-12-21,TOR @ PHI,PHI,t,L,14.0,17.0,0.452,240,45.0,86.0,0.523,9.0,29.0,0.31,10.0,14.0,1.0,13.0,27.0,40,27.0,14.0,6.0,23.0,27.0,109,TOR,2017,Regular Season,2017-18
5266,107213,21700057,,HOU @ PHI,PHI,t,L,1.0,4.0,0.2,240,43.0,97.0,0.443,12.0,36.0,0.333,6.0,10.0,1.0,12.0,31.0,43,29.0,14.0,7.0,14.0,19.0,104,HOU,2017,Regular Season,2017-18
5269,107216,41700214,2018-05-07,BOS @ PHI,PHI,t,W,1.0,3.0,0.25,240,38.0,94.0,0.404,7.0,26.0,0.269,20.0,26.0,1.0,16.0,37.0,53,24.0,6.0,3.0,8.0,23.0,103,BOS,2017,Playoffs,2017-18
5270,107217,41700213,2018-05-05,BOS @ PHI,PHI,t,L,0.0,3.0,0.0,265,38.0,97.0,0.392,9.0,30.0,0.3,13.0,18.0,1.0,13.0,37.0,50,23.0,8.0,5.0,14.0,14.0,98,BOS,2017,Playoffs,2017-18
5272,107219,41700122,2018-04-16,MIA @ PHI,PHI,t,L,1.0,1.0,0.5,240,40.0,96.0,0.417,7.0,36.0,0.194,16.0,22.0,1.0,17.0,32.0,49,22.0,7.0,5.0,14.0,26.0,103,MIA,2017,Playoffs,2017-18
5276,107224,21700933,2018-03-02,OKC @ PHX,PHO,t,L,19.0,45.0,0.297,240,46.0,96.0,0.479,11.0,25.0,0.44,13.0,18.0,1.0,13.0,31.0,44,26.0,5.0,12.0,13.0,25.0,116,OKC,2017,Regular Season,2017-18
5278,107229,21700832,2018-02-10,DEN @ PHX,PHO,t,L,18.0,39.0,0.316,240,46.0,84.0,0.5479999999999999,7.0,19.0,0.368,14.0,25.0,1.0,8.0,28.0,36,24.0,7.0,9.0,15.0,24.0,113,DEN,2017,Regular Season,2017-18
5279,107230,21700760,2018-01-31,DAL @ PHX,PHO,t,W,18.0,34.0,0.34600000000000003,240,40.0,83.0,0.482,11.0,30.0,0.3670000000000001,11.0,15.0,1.0,8.0,39.0,47,23.0,9.0,3.0,17.0,29.0,102,DAL,2017,Regular Season,2017-18
5282,107235,21700544,2017-12-31,PHI @ PHX,PHO,t,L,14.0,24.0,0.368,240,37.0,88.0,0.42,10.0,27.0,0.37,26.0,34.0,1.0,12.0,23.0,35,18.0,9.0,4.0,16.0,29.0,110,PHI,2017,Regular Season,2017-18
5283,107236,21700469,2017-12-21,MEM @ PHX,PHO,t,W,12.0,22.0,0.353,240,33.0,81.0,0.407,10.0,26.0,0.385,21.0,27.0,1.0,12.0,32.0,44,21.0,4.0,1.0,10.0,17.0,97,MEM,2017,Regular Season,2017-18
5285,107238,21700186,2017-11-11,MIN @ PHX,PHO,t,W,5.0,9.0,0.35700000000000004,240,46.0,86.0,0.535,10.0,26.0,0.385,16.0,24.0,1.0,7.0,39.0,46,21.0,4.0,10.0,18.0,25.0,118,MIN,2017,Regular Season,2017-18
5286,107240,21700162,2017-11-08,MIA @ PHX,PHO,t,L,4.0,8.0,0.333,240,40.0,88.0,0.455,12.0,29.0,0.414,23.0,30.0,1.0,6.0,28.0,34,20.0,4.0,2.0,11.0,29.0,115,MIA,2017,Regular Season,2017-18
5287,107241,11700061,,POR @ PHX,PHO,t,L,1.0,3.0,0.25,240,34.0,90.0,0.378,11.0,35.0,0.314,25.0,33.0,1.0,9.0,40.0,49,17.0,9.0,6.0,11.0,23.0,104,POR,2017,Pre Season,2017-18
5289,107245,21701196,2018-04-07,POR @ SAS,SAS,t,W,46.0,34.0,0.575,240,47.0,84.0,0.56,7.0,21.0,0.333,15.0,21.0,1.0,4.0,32.0,36,21.0,12.0,3.0,7.0,12.0,116,POR,2017,Regular Season,2017-18
5291,107247,21701056,2018-03-19,GSW @ SAS,SAS,t,W,41.0,30.0,0.5770000000000001,240,33.0,82.0,0.402,8.0,23.0,0.348,15.0,21.0,1.0,11.0,37.0,48,21.0,6.0,5.0,14.0,20.0,89,GSW,2017,Regular Season,2017-18
5292,107248,21701025,2018-03-15,NOP @ SAS,SAS,t,W,39.0,30.0,0.565,240,37.0,99.0,0.374,7.0,26.0,0.269,17.0,19.0,1.0,15.0,37.0,52,16.0,10.0,11.0,10.0,14.0,98,NOP,2017,Regular Season,2017-18
5294,107250,21700954,2018-03-05,MEM @ SAS,SAS,t,W,37.0,27.0,0.578,240,35.0,76.0,0.461,6.0,22.0,0.273,24.0,31.0,1.0,4.0,32.0,36,18.0,14.0,4.0,11.0,10.0,100,MEM,2017,Regular Season,2017-18
5295,107251,21700698,2018-01-23,CLE @ SAS,SAS,t,W,31.0,18.0,0.633,240,47.0,94.0,0.5,8.0,28.0,0.28600000000000003,12.0,16.0,1.0,13.0,32.0,45,23.0,11.0,4.0,9.0,19.0,114,CLE,2017,Regular Season,2017-18
5296,107252,21700633,2018-01-13,DEN @ SAS,SAS,t,W,29.0,15.0,0.659,240,41.0,79.0,0.519,14.0,27.0,0.519,16.0,18.0,1.0,6.0,37.0,43,23.0,9.0,3.0,15.0,17.0,112,DEN,2017,Regular Season,2017-18
5300,107258,21700519,2017-12-28,NYK @ SAS,SAS,t,W,25.0,11.0,0.6940000000000001,240,41.0,80.0,0.513,9.0,20.0,0.45,28.0,39.0,1.0,10.0,33.0,43,28.0,2.0,4.0,9.0,18.0,119,NYK,2017,Regular Season,2017-18
